Artículo;Familia;Fecha;Nº Jumbo;Corrida;Gramaje;Esp.;Hum. Prom.;R/L Prom.;R/T Prom.;Relac. Rig.
AS250N      ;N;31-1-2022 11:13;PM2N013124  ;61297;248.2;401;8.30;17.40;5.6;3.11
AS250N      ;N;31-1-2022 11:46;PM2N013125  ;61297;253.8;406;8.90;17.80;5.7;3.12
AS250N      ;N;31-1-2022 12:19;PM2N013126  ;61297;254.8;409;8.50;17.80;6;2.97
AS250N      ;N;31-1-2022 12:51;PM2N013127  ;61297;260;408;8.90;17.50;5.7;3.07
AS250N      ;N;31-1-2022 13:23;PM2N013128  ;61297;258.6;404;8.70;17.30;5.7;3.04
AS250N      ;N;31-1-2022 13:56;PM2N013129  ;61297;254.4;405;8.60;17.60;5.5;3.20
AS250N      ;N;31-1-2022 14:29;PM2N013130  ;61297;255.9;412;8.60;17.10;5.7;3.00
AS250N      ;N;31-1-2022 15:01;PM2N013131  ;61297;253.4;415;8.00;18.20;6.3;2.89
AS250N      ;N;31-1-2022 15:32;PM2N013132  ;61297;254.3;413;8.40;18.00;6.3;2.86
AS250N      ;N;31-1-2022 16:04;PM2N013133  ;61297;252;420;7.30;19.50;6.1;3.20
AS250N      ;N;31-1-2022 16:35;PM2N013134  ;61297;250.2;407;7.60;19.20;6;3.20
AS250N      ;N;31-1-2022 17:07;PM2N013135  ;61297;249.8;401;7.90;17.70;5.7;3.11
AS250N      ;N;31-1-2022 17:40;PM2N013136  ;61297;249;402;8.20;17.00;5.6;3.04
AS250N      ;N;31-1-2022 18:12;PM2N013137  ;61297;250.2;409;8.10;17.00;5.7;2.98
AS250N      ;N;31-1-2022 18:44;PM2N013138  ;61297;249.9;412;8.20;17.40;5.4;3.22
AS250N      ;N;31-1-2022 19:16;PM2N013139  ;61297;251.2;413;8.40;17.10;5.5;3.11
AS250N      ;N;31-1-2022 19:50;PM2N013140  ;61297;251.7;417;8.40;17.10;5.6;3.05
AS250N      ;N;31-1-2022 20:22;PM2N013141  ;61297;249.9;413;8.30;17.00;5.5;3.09
AS250N      ;N;31-1-2022 20:55;PM2N013142  ;61297;249.2;410;8.10;16.80;5.4;3.11
AS195N      ;N;31-1-2022 21:50;PM2N013144  ;61293;189.1;298;7.60;7.20;2.6;2.77
AS195N      ;N;31-1-2022 22:29;PM2N013145  ;61293;192.8;302;8.00;7.40;2.7;2.74
AS195N      ;N;31-1-2022 23:06;PM2N013146  ;61293;194.9;310;8.50;7.70;3;2.57
AS195N      ;N;31-1-2022 23:41;PM2N013147  ;61293;193.7;309;8.40;7.70;2.9;2.66
AS195N      ;N;1-2-2022 0:19;PM2P010101  ;61293;196.2;303;8.50;6.80;2.6;2.62
AS195N      ;N;1-2-2022 0:57;PM2P010102  ;61293;194.7;305;8.40;6.90;2.7;2.56
AS195N      ;N;1-2-2022 1:34;PM2P010103  ;61293;194.2;303;8.70;6.80;2.6;2.62
AS195N      ;N;1-2-2022 2:12;PM2P010104  ;61293;196;300;8.90;6.90;2.8;2.46
AS195N      ;N;1-2-2022 2:53;PM2P010105  ;61293;194.9;302;8.20;6.90;2.7;2.56
AS195N      ;N;1-2-2022 3:31;PM2P010106  ;61293;194.9;304;8.40;6.50;2.6;2.50
AS195N      ;N;1-2-2022 4:08;PM2P010107  ;61293;195.3;304;8.40;6.70;2.6;2.58
AS195N      ;N;1-2-2022 4:45;PM2P010108  ;61293;195.6;304;8.40;6.70;2.7;2.48
AS195N      ;N;1-2-2022 5:22;PM2P010109  ;61293;196.7;306;8.30;6.90;2.8;2.46
AS195N      ;N;1-2-2022 5:59;PM2P010110  ;61293;196.4;307;8.30;6.90;2.9;2.38
AS195N      ;N;1-2-2022 6:36;PM2P010111  ;61293;194.7;305;8.40;6.90;2.8;2.46
AS195N      ;N;1-2-2022 7:13;PM2P010112  ;61293;198;313;8.80;7.00;2.8;2.50
AS195N      ;N;1-2-2022 7:42;PM2P010113  ;61293;194.7;309;8.50;6.90;2.7;2.56
AS195N      ;N;1-2-2022 8:23;PM2P010114  ;61293;194.1;311;8.50;6.70;2.7;2.48
AS225N      ;N;1-2-2022 9:10;PM2P010116  ;61295;218.3;352;8.00;11.00;3.9;2.82
AS225N      ;N;1-2-2022 9:45;PM2P010117  ;61295;224.8;357;8.50;12.00;4;3.00
AS225N      ;N;1-2-2022 10:19;PM2P010118  ;61295;226.7;367;8.40;11.50;4.5;2.56
AS225N      ;N;1-2-2022 10:53;PM2P010119  ;61295;226.9;367;8.60;11.40;4.4;2.59
AS225N      ;N;1-2-2022 11:27;PM2P010120  ;61295;223.3;358;7.80;12.00;4.5;2.67
AS225N      ;N;1-2-2022 12:00;PM2P010121  ;61295;224.7;360;8.10;12.00;4.5;2.67
AS225N      ;N;1-2-2022 12:34;PM2P010122  ;61295;222.8;359;7.90;12.30;4.6;2.67
AS225N      ;N;1-2-2022 13:08;PM2P010123  ;61295;223.1;359;8.30;12.50;4.5;2.78
AS225N      ;N;1-2-2022 13:41;PM2P010124  ;61295;225.9;361;8.30;13.00;4.7;2.77
AS225N      ;N;1-2-2022 14:14;PM2P010125  ;61295;224.9;360;8.50;13.10;4.7;2.79
AS225N      ;N;1-2-2022 14:48;PM2P010126  ;61295;226.7;365;8.00;12.60;4.8;2.63
AS225N      ;N;1-2-2022 15:21;PM2P010127  ;61295;226.2;364;8.50;12.30;4.7;2.62
AS225N      ;N;1-2-2022 15:53;PM2P010128  ;61295;224.8;367;7.50;12.30;4.5;2.73
AS225N      ;N;1-2-2022 16:26;PM2P010129  ;61295;224.2;369;7.20;12.40;4.5;2.76
AS225N      ;N;1-2-2022 16:59;PM2P010130  ;61295;224.3;366;7.20;11.80;4.2;2.81
AS225N      ;N;1-2-2022 17:33;PM2P010131  ;61295;222.7;360;7.30;11.20;4;2.80
AS225N      ;N;1-2-2022 18:08;PM2P010132  ;61295;221.7;364;7.80;11.50;4;2.88
AS225N      ;N;1-2-2022 18:42;PM2P010133  ;61295;221.2;367;8.10;11.60;4.1;2.83
AS225N      ;N;1-2-2022 19:15;PM2P010134  ;61295;221.2;367;8.00;11.90;4.1;2.90
AS330N      ;N;1-2-2022 20:11;PM2P010136  ;61299;329.6;602;8.00;38.30;13.5;2.84
AS330N      ;N;1-2-2022 20:46;PM2P010137  ;61299;331.4;593;8.30;38.30;13.3;2.88
AS330N      ;N;1-2-2022 21:22;PM2P010138  ;61299;332.1;586;9.20;38.70;14;2.76
AS330N      ;N;1-2-2022 21:58;PM2P010139  ;61299;325.9;582;9.00;36.70;13.5;2.72
AS330N      ;N;1-2-2022 22:33;PM2P010140  ;61299;326.3;587;8.70;36.40;13.4;2.72
AS330N      ;N;1-2-2022 23:08;PM2P010141  ;61299;336.6;613;8.50;36.00;13.8;2.61
AS330N      ;N;1-2-2022 23:13;PM2P010142  ;61299;332.1;601;8.50;36.40;13.1;2.78
AS330N      ;N;2-2-2022 0:16;PM2P010201  ;61299;332;592;8.70;36.30;13.2;2.75
AS330N      ;N;2-2-2022 0:52;PM2P010202  ;61299;336.6;599;9.00;36.20;13.1;2.76
AS330N      ;N;2-2-2022 1:26;PM2P010203  ;61299;336.4;605;9.90;36.50;13.2;2.77
AS330N      ;N;2-2-2022 2:00;PM2P010204  ;61299;334.7;604;8.60;36.60;13.1;2.79
AS330N      ;N;2-2-2022 2:34;PM2P010205  ;61299;333.8;606;8.10;36.50;13.2;2.77
AS330N      ;N;2-2-2022 3:08;PM2P010206  ;61299;330.6;609;8.10;36.10;13.1;2.76
AS330N      ;N;2-2-2022 3:42;PM2P010207  ;61299;329.3;608;8.10;36.40;13.1;2.78
AS330N      ;N;2-2-2022 4:16;PM2P010208  ;61299;326.4;609;8.20;36.40;13.1;2.78
AS330N      ;N;2-2-2022 4:50;PM2P010209  ;61299;326.9;610;8.20;40.20;13.7;2.93
AS330N      ;N;2-2-2022 5:24;PM2P010210  ;61299;328.9;613;8.20;41.50;14;2.96
AS330N      ;N;2-2-2022 5:58;PM2P010211  ;61299;329.8;619;8.00;40.40;14.4;2.81
AS330N      ;N;2-2-2022 6:32;PM2P010212  ;61299;327.3;615;8.30;39.80;14.3;2.78
AS330N      ;N;2-2-2022 7:05;PM2P010213  ;61299;331.1;612;8.40;40.90;13.2;3.10
AS330N      ;N;2-2-2022 7:39;PM2P010214  ;61299;327.6;610;8.40;40.30;13.3;3.03
AS330N      ;N;2-2-2022 8:15;PM2P010215  ;61299;327.7;607;8.60;40.20;13.3;3.02
AS330N      ;N;2-2-2022 10:06;PM2P010219  ;61299;340;628;8.00;43.60;13.8;3.16
AS330N      ;N;2-2-2022 13:38;PM2P010221  ;61299;346.1;610;10.00;39.60;13.1;3.02
AT340N      ;N;2-2-2022 14:01;PM2P010222  ;61311;341.1;600;9.50;40.30;13.1;3.08
AT340N      ;N;2-2-2022 14:37;PM2P010223  ;61311;342;589;8.30;41.30;13.5;3.06
AT340N      ;N;2-2-2022 15:14;PM2P010224  ;61311;337.9;592;8.50;41.00;13.6;3.01
AT340N      ;N;2-2-2022 15:49;PM2P010225  ;61311;332.6;597;8.00;41.50;13.8;3.01
AT340N      ;N;2-2-2022 16:24;PM2P010226  ;61311;342.7;624;8.40;42.00;14.1;2.98
AT340N      ;N;2-2-2022 16:59;PM2P010227  ;61311;340;608;8.30;42.90;14.2;3.02
AT340N      ;N;2-2-2022 17:33;PM2P010228  ;61311;338.8;609;8.30;44.70;14.5;3.08
AT340N      ;N;2-2-2022 18:07;PM2P010229  ;61311;339.4;603;8.60;44.30;14.3;3.10
AT340N      ;N;2-2-2022 18:41;PM2P010230  ;61311;342.6;621;9.30;43.20;14.1;3.06
AT340N      ;N;2-2-2022 19:15;PM2P010231  ;61311;343.9;617;8.90;43.50;14.3;3.04
AT340N      ;N;2-2-2022 19:50;PM2P010232  ;61311;345.2;620;9.10;43.50;14.1;3.09
AT340N      ;N;2-2-2022 20:24;PM2P010233  ;61311;337.8;600;8.60;42.00;14;3.00
AT340N      ;N;2-2-2022 21:00;PM2P010234  ;61311;336.1;600;8.30;41.30;14.1;2.93
AT340N      ;N;2-2-2022 21:35;PM2P010235  ;61311;332.8;600;8.30;41.20;14;2.94
AT340N      ;N;2-2-2022 22:11;PM2P010236  ;61311;330.9;602;8.70;41.10;13.9;2.96
AT340N      ;N;2-2-2022 22:47;PM2P010237  ;61311;338.7;594;8.50;41.00;14;2.93
AT340N      ;N;2-2-2022 23:22;PM2P010238  ;61311;341.7;604;8.90;42.30;14.3;2.96
AT340N      ;N;2-2-2022 23:27;PM2P010239  ;61311;340.3;599;8.70;42.00;14.1;2.98
AT340N      ;N;3-2-2022 0:33;PM2P010301  ;61311;346.9;626;9.80;42.40;13.8;3.07
AT340N      ;N;3-2-2022 1:08;PM2P010302  ;61311;341.6;612;9.10;41.90;13.9;3.01
AT340N      ;N;3-2-2022 1:44;PM2P010303  ;61311;336.2;588;8.40;41.70;13.9;3.00
AT340N      ;N;3-2-2022 2:19;PM2P010304  ;61311;337.3;605;8.70;41.30;13.9;2.97
AT340N      ;N;3-2-2022 2:55;PM2P010305  ;61311;339.3;608;8.50;41.20;13.8;2.99
AT340N      ;N;3-2-2022 3:30;PM2P010306  ;61311;341.6;601;9.50;40.70;13.8;2.95
AT340N      ;N;3-2-2022 4:05;PM2P010307  ;61311;337.3;608;9.20;40.60;13.6;2.99
AT340N      ;N;3-2-2022 4:39;PM2P010308  ;61311;336.9;606;9.30;40.50;13.7;2.96
AT340N      ;N;3-2-2022 5:14;PM2P010309  ;61311;334.8;606;9.00;41.60;14.2;2.93
AT340N      ;N;3-2-2022 5:49;PM2P010310  ;61311;335.8;609;9.30;41.40;13.8;3.00
AT340N      ;N;3-2-2022 6:23;PM2P010311  ;61311;335.3;611;8.70;43.50;14.6;2.98
AT340N      ;N;3-2-2022 6:59;PM2P010312  ;61311;334.7;606;8.70;43.60;14.8;2.95
AT340N      ;N;3-2-2022 7:34;PM2P010313  ;61311;334.7;609;8.70;43.60;14.6;2.99
AT340N      ;N;3-2-2022 8:09;PM2P010314  ;61311;332.6;598;8.40;41.10;13.4;3.07
AT340N      ;N;3-2-2022 8:44;PM2P010315  ;61311;332.1;593;8.40;40.90;13.2;3.10
AT340N      ;N;3-2-2022 9:19;PM2P010316  ;61311;344.1;619;9.60;42.30;13.2;3.20
AT340N      ;N;3-2-2022 9:53;PM2P010317  ;61311;340.2;613;8.90;41.60;13.3;3.13
AT340N      ;N;3-2-2022 10:28;PM2P010318  ;61311;341.3;604;8.60;40.70;13.8;2.95
AT340N      ;N;3-2-2022 11:02;PM2P010319  ;61311;340.7;606;8.50;40.10;13.4;2.99
AT340N      ;N;3-2-2022 11:37;PM2P010320  ;61311;334.2;599;8.20;43.50;13.4;3.25
AT340N      ;N;3-2-2022 12:12;PM2P010321  ;61311;332.4;604;8.40;43.10;13.4;3.22
AT340N      ;N;3-2-2022 12:52;PM2P010322  ;61311;345.9;601;8.60;42.60;13.7;3.11
AT340N      ;N;3-2-2022 13:27;PM2P010323  ;61311;342.7;607;8.60;42.30;13.5;3.13
AT340N      ;N;3-2-2022 14:02;PM2P010324  ;61311;334.8;593;8.00;43.20;13.8;3.13
AT340N      ;N;3-2-2022 14:36;PM2P010325  ;61311;336.6;592;8.10;42.80;13.7;3.12
AT340N      ;N;3-2-2022 15:17;PM2P010326  ;61311;340.2;606;8.30;44.30;14.1;3.14
AT340N      ;N;3-2-2022 15:52;PM2P010327  ;61311;336.3;605;8.20;44.30;14.2;3.12
AT340N      ;N;3-2-2022 16:27;PM2P010328  ;61311;336.2;607;8.10;44.60;14;3.19
AT340N      ;N;3-2-2022 17:01;PM2P010329  ;61311;334.7;605;8.20;44.50;14.2;3.13
AT340N      ;N;3-2-2022 17:36;PM2P010330  ;61311;333.3;609;8.30;42.60;13.6;3.13
AT340N      ;N;3-2-2022 18:10;PM2P010331  ;61311;338.9;606;8.60;42.50;13.7;3.10
AT340N      ;N;3-2-2022 18:45;PM2P010332  ;61311;345.7;606;8.60;41.20;13.3;3.10
AT340N      ;N;3-2-2022 19:19;PM2P010333  ;61311;338;604;8.80;41.80;13.4;3.12
AT340N      ;N;3-2-2022 19:54;PM2P010334  ;61311;337;606;8.70;41.70;13.4;3.11
AT340N      ;N;3-2-2022 20:28;PM2P010335  ;61311;336.8;605;8.80;41.90;13.4;3.13
AT340N      ;N;3-2-2022 21:03;PM2P010336  ;61311;342.6;601;8.20;41.20;13.2;3.12
AT340N      ;N;3-2-2022 21:38;PM2P010337  ;61311;336.9;602;8.40;41.30;13.1;3.15
AT340N      ;N;3-2-2022 22:12;PM2P010338  ;61311;332.7;602;8.40;41.10;13.1;3.14
AT340N      ;N;3-2-2022 22:47;PM2P010339  ;61311;343.3;611;9.10;39.20;13.2;2.97
AT340N      ;N;3-2-2022 23:21;PM2P010340  ;61311;341.3;604;8.90;39.70;13.1;3.03
AT340N      ;N;3-2-2022 23:26;PM2P010341  ;61311;342.6;604;8.80;38.90;13.1;2.97
AT340N      ;N;4-2-2022 0:30;PM2P010401  ;61311;343.3;620;10.00;38.80;13.2;2.94
AT340N      ;N;4-2-2022 1:04;PM2P010402  ;61311;338.7;615;9.70;38.70;13.3;2.91
AT340N      ;N;4-2-2022 1:39;PM2P010403  ;61311;335.1;608;9.60;38.60;13.2;2.92
AT340N      ;N;4-2-2022 2:13;PM2P010404  ;61311;336.2;608;9.60;38.80;13.3;2.92
AT340N      ;N;4-2-2022 2:48;PM2P010405  ;61311;336.4;605;9.50;38.50;13.1;2.94
AS330N      ;N;4-2-2022 3:23;PM2P010407  ;61299;334.7;600;9.00;38.20;13.1;2.92
AS330N      ;N;4-2-2022 3:57;PM2P010408  ;61299;330.7;595;8.10;38.10;13.1;2.91
AS330N      ;N;4-2-2022 4:36;PM2P010409  ;61299;330.7;602;8.40;38.40;13.1;2.93
AS330N      ;N;4-2-2022 5:10;PM2P010410  ;61299;330.2;600;8.70;38.40;13.2;2.91
AS330N      ;N;4-2-2022 5:44;PM2P010411  ;61299;320.9;594;8.10;38.60;13.1;2.95
AS330N      ;N;4-2-2022 6:03;PM2P010412  ;61299;319.8;593;8.40;38.70;13.2;2.93
AT325N      ;N;4-2-2022 6:56;PM2P010414  ;61303;321.8;552;8.30;32.50;11.1;2.93
AT325N      ;N;4-2-2022 7:31;PM2P010415  ;61303;322.7;566;8.60;32.30;11.1;2.91
AT325N      ;N;4-2-2022 8:07;PM2P010416  ;61303;327;563;8.70;34.10;11.6;2.94
AT325N      ;N;4-2-2022 8:45;PM2P010417  ;61303;326.2;561;8.60;34.10;11.6;2.94
AT325N      ;N;4-2-2022 9:18;PM2P010418  ;61303;326.4;562;9.00;33.90;11.5;2.95
AT325N      ;N;4-2-2022 9:51;PM2P010419  ;61303;327.2;561;8.80;33.50;11.3;2.96
AT325N      ;N;4-2-2022 10:24;PM2P010420  ;61303;323.6;562;9.30;34.00;11.8;2.88
AT325N      ;N;4-2-2022 10:57;PM2P010421  ;61303;326.3;561;9.00;33.70;11.5;2.93
AT325N      ;N;4-2-2022 11:30;PM2P010422  ;61303;321;572;8.70;34.30;12.3;2.79
AT325N      ;N;4-2-2022 12:03;PM2P010423  ;61303;326;570;8.80;34.30;12.5;2.74
AT325N      ;N;4-2-2022 12:36;PM2P010424  ;61303;324.3;571;8.60;35.20;12.4;2.84
AT325N      ;N;4-2-2022 13:10;PM2P010425  ;61303;324.6;569;8.60;35.40;12.5;2.83
AT325N      ;N;4-2-2022 13:44;PM2P010426  ;61303;322.4;559;8.00;34.70;12.1;2.87
AT325N      ;N;4-2-2022 14:17;PM2P010427  ;61303;327.3;560;8.30;34.70;12.4;2.80
AT325N      ;N;4-2-2022 14:51;PM2P010428  ;61303;324.8;561;8.60;34.70;12.1;2.87
AT325N      ;N;4-2-2022 15:25;PM2P010429  ;61303;324.8;561;8.60;34.30;12.5;2.74
AT325N      ;N;4-2-2022 15:59;PM2P010430  ;61303;329.4;559;8.40;34.50;12.6;2.74
AT325N      ;N;4-2-2022 16:32;PM2P010431  ;61303;327.2;558;8.70;34.70;12.6;2.75
AT325N      ;N;4-2-2022 17:06;PM2P010432  ;61303;328.3;556;8.40;33.60;12;2.80
AT325N      ;N;4-2-2022 17:39;PM2P010433  ;61303;328.3;558;8.60;33.70;12;2.81
AT325N      ;N;4-2-2022 18:13;PM2P010434  ;61303;326;556;8.70;34.40;11.8;2.92
AT325N      ;N;4-2-2022 18:46;PM2P010435  ;61303;325.9;554;8.70;34.40;12.1;2.84
AT325N      ;N;4-2-2022 19:20;PM2P010436  ;61303;323.8;560;8.40;33.70;11.9;2.83
AT325N      ;N;4-2-2022 19:35;PM2P010437  ;61303;327.8;560;8.60;33.20;11.3;2.94
AT285N      ;N;4-2-2022 20:10;PM2P010439  ;61307;288.7;476;8.90;21.50;8.1;2.65
AT285N      ;N;4-2-2022 22:48;PM2P010441  ;61307;284.9;459;8.70;21.50;8.2;2.62
AT285N      ;N;4-2-2022 23:23;PM2P010442  ;61307;285;466;8.70;21.60;8.2;2.63
AT285N      ;N;4-2-2022 23:57;PM2P010443  ;61307;284.9;457;8.50;21.40;7.9;2.71
AT285N      ;N;5-2-2022 0:33;PM2P010501  ;61307;279.6;454;8.60;22.00;7.8;2.82
AT285N      ;N;5-2-2022 1:08;PM2P010502  ;61307;279.1;458;8.50;21.90;7.8;2.81
AT285N      ;N;5-2-2022 1:44;PM2P010503  ;61307;278;458;8.80;21.80;7.9;2.76
AT285N      ;N;5-2-2022 2:18;PM2P010504  ;61307;278.9;463;8.80;22.10;8.2;2.70
AT285N      ;N;5-2-2022 2:52;PM2P010505  ;61307;278.7;465;9.00;22.20;8.3;2.67
AT285N      ;N;5-2-2022 3:27;PM2P010506  ;61307;279.3;469;8.70;22.30;8.3;2.69
AT285N      ;N;5-2-2022 4:01;PM2P010507  ;61307;279.3;464;8.70;22.20;7.7;2.88
AT285N      ;N;5-2-2022 4:35;PM2P010508  ;61307;278.9;456;8.50;22.10;7.7;2.87
AT285N      ;N;5-2-2022 5:10;PM2P010509  ;61307;278.2;456;8.30;22.00;7.7;2.86
AT285N      ;N;5-2-2022 5:45;PM2P010510  ;61307;279.8;458;8.40;22.00;7.6;2.89
AT285N      ;N;5-2-2022 6:19;PM2P010511  ;61307;279.1;458;8.50;22.30;7.8;2.86
AT285N      ;N;5-2-2022 6:25;PM2P010512  ;61307;277.8;459;8.50;22.20;7.9;2.81
AT285N      ;N;5-2-2022 6:54;PM2P010513  ;61307;278.9;456;9.40;21.90;7.8;2.81
AT285N      ;N;5-2-2022 7:29;PM2P010514  ;61307;278.2;457;8.60;22.10;7.9;2.80
AT285N      ;N;5-2-2022 8:03;PM2P010515  ;61307;283.9;463;8.60;22.80;8.3;2.75
AT285N      ;N;5-2-2022 8:37;PM2P010516  ;61307;285;461;8.70;22.50;8.1;2.78
AT285N      ;N;5-2-2022 9:10;PM2P010517  ;61307;282.3;460;8.90;22.50;8.2;2.74
AT260N      ;N;5-2-2022 10:06;PM2P010519  ;61301;255.1;422;8.10;16.30;6.3;2.59
AT260N      ;N;5-2-2022 10:40;PM2P010520  ;61301;253.1;409;8.20;15.90;6;2.65
AT260N      ;N;5-2-2022 11:19;PM2P010521  ;61301;249;408;8.10;15.20;5.6;2.71
AT260N      ;N;5-2-2022 11:55;PM2P010522  ;61301;251.4;410;8.50;15.00;5.7;2.63
AT260N      ;N;5-2-2022 12:30;PM2P010523  ;61301;255;411;8.80;14.70;5.8;2.53
AT260N      ;N;5-2-2022 13:04;PM2P010524  ;61301;255.1;408;8.70;14.80;5.6;2.64
AT260N      ;N;5-2-2022 13:35;PM2P010525  ;61301;251.4;402;8.70;15.00;5.6;2.68
AT260N      ;N;5-2-2022 14:19;PM2P010527  ;61301;252;408;8.90;15.30;5.7;2.68
AT260N      ;N;5-2-2022 14:53;PM2P010528  ;61301;252.8;411;8.90;15.50;5.9;2.63
AT260N      ;N;5-2-2022 15:27;PM2P010529  ;61301;253;409;8.90;15.60;5.8;2.69
AT260N      ;N;5-2-2022 16:00;PM2P010530  ;61301;254.1;408;8.90;15.50;5.8;2.67
AT260N      ;N;5-2-2022 16:34;PM2P010531  ;61301;259.1;414;9.00;14.70;5.8;2.53
AT260N      ;N;5-2-2022 17:08;PM2P010532  ;61301;255;405;9.00;15.40;5.8;2.66
AT260N      ;N;5-2-2022 17:41;PM2P010533  ;61301;254.9;407;8.90;15.50;6;2.58
AT260N      ;N;5-2-2022 18:15;PM2P010534  ;61301;261.3;406;9.00;15.30;5.6;2.73
AT260N      ;N;5-2-2022 18:49;PM2P010535  ;61301;255.4;404;9.00;15.60;6;2.60
AT260N      ;N;5-2-2022 19:16;PM2P010536  ;61301;259.3;414;8.90;15.60;5.9;2.64
AS250N      ;N;25-4-2022 4:24;PM2R012510  ;61540;243.6;420;8.50;16.90;6;2.82
AS250N      ;N;25-4-2022 4:49;PM2R012511  ;61540;243.2;417;8.60;16.30;5.9;2.76
AS250N      ;N;25-4-2022 5:20;PM2R012512  ;61540;244.3;422;8.80;16.70;5.8;2.88
AS250N      ;N;25-4-2022 5:52;PM2R012513  ;61540;243.8;420;8.80;16.20;6;2.70
AS250N      ;N;25-4-2022 6:23;PM2R012514  ;61540;245;422;9.00;16.70;5.9;2.83
AS250N      ;N;25-4-2022 6:54;PM2R012515  ;61540;241.8;422;8.60;17.20;5.9;2.92
AS250N      ;N;25-4-2022 7:25;PM2R012516  ;61540;242.8;422;8.80;17.20;6;2.87
AS250N      ;N;25-4-2022 7:58;PM2R012517  ;61540;243;422;8.80;17.40;6;2.90
AS250N      ;N;25-4-2022 8:18;PM2R012518  ;61540;244.8;422;8.90;17.30;6.1;2.84
AS250N      ;N;25-4-2022 8:30;PM2R012519  ;61540;241.8;420;8.90;17.20;6.1;2.82
AS250N      ;N;25-4-2022 9:02;PM2R012521  ;61540;242;421;8.60;17.60;6.1;2.89
AS250N      ;N;25-4-2022 9:33;PM2R012522  ;61540;240.7;423;8.70;17.50;6.2;2.82
AS250N      ;N;25-4-2022 10:05;PM2R012523  ;61540;241.4;420;8.70;17.60;6.2;2.84
AS250N      ;N;25-4-2022 10:37;PM2R012524  ;61540;245.3;423;8.70;17.50;5.7;3.07
AS250N      ;N;25-4-2022 11:08;PM2R012525  ;61540;242.3;421;8.80;17.50;5.9;2.97
AS250N      ;N;25-4-2022 11:39;PM2R012526  ;61540;242.6;421;8.80;17.80;6.1;2.92
AS250N      ;N;25-4-2022 12:07;PM2R012527  ;61540;242.7;422;8.90;17.10;5.9;2.90
AS330N      ;N;25-4-2022 12:58;PM2R012529  ;61536;332.2;624;8.10;44.90;14.6;3.08
AS330N      ;N;25-4-2022 13:31;PM2R012530  ;61536;344.7;624;9.80;44.50;14.8;3.01
AS330N      ;N;25-4-2022 13:49;PM2R012531  ;61536;345.9;620;8.00;44.10;14.6;3.02
AS330N      ;N;25-4-2022 14:56;PM2R012534  ;61536;342.6;601;8.70;39.00;12.8;3.05
AS330N      ;N;25-4-2022 15:15;PM2R012535  ;61536;340.4;605;8.60;39.20;12.9;3.04
AT340N      ;N;25-4-2022 15:50;PM2R012537  ;61534;330.6;613;8.20;39.60;13.8;2.87
AT340N      ;N;25-4-2022 16:35;PM2R012538  ;61534;339.6;623;8.20;40.10;14.2;2.82
AT340N      ;N;25-4-2022 17:08;PM2R012539  ;61534;342.8;639;8.40;41.00;15.2;2.70
AT340N      ;N;25-4-2022 17:44;PM2R012540  ;61534;341.9;627;9.40;39.70;14.4;2.76
AT340N      ;N;25-4-2022 18:22;PM2R012541  ;61534;340.2;622;9.60;40.30;14.8;2.72
AT340N      ;N;25-4-2022 19:01;PM2R012542  ;61534;345.1;611;8.50;41.30;14.9;2.77
AT340N      ;N;25-4-2022 19:39;PM2R012543  ;61534;340.9;617;8.80;42.30;14.4;2.94
AT340N      ;N;25-4-2022 20:18;PM2R012544  ;61534;337.7;611;8.40;41.70;14.4;2.90
AT340N      ;N;25-4-2022 20:52;PM2R012545  ;61534;338.7;617;8.40;42.30;14.9;2.84
AS330N      ;N;25-4-2022 21:27;PM2R012546  ;61536;339.3;618;8.70;41.90;14.5;2.89
AS330N      ;N;25-4-2022 22:02;PM2R012547  ;61536;339.4;616;8.50;41.00;14.7;2.79
AT340N      ;N;25-4-2022 22:36;PM2R012548  ;61534;340.1;606;8.60;41.70;14.3;2.92
AT340N      ;N;25-4-2022 23:11;PM2R012549  ;61534;341;611;8.20;42.70;14.5;2.94
AT340N      ;N;25-4-2022 23:47;PM2R012550  ;61534;337.7;599;8.50;41.00;12.5;3.28
AT340N      ;N;26-4-2022 0:23;PM2R012601  ;61534;337.7;604;8.50;40.30;12.4;3.25
AT340N      ;N;26-4-2022 1:04;PM2R012602  ;61534;337.3;607;8.70;40.30;12.8;3.15
AS330N      ;N;26-4-2022 1:40;PM2R012603  ;61536;337.6;604;10.00;39.50;13.3;2.97
AS330N      ;N;26-4-2022 2:09;PM2R012604  ;61536;336.6;608;9.80;39.10;13.2;2.96
AT340N      ;N;26-4-2022 2:44;PM2R012605  ;61534;342.3;610;9.70;40.30;13.1;3.08
AT340N      ;N;26-4-2022 3:21;PM2R012606  ;61534;340.8;606;9.70;40.40;13;3.11
AS330N      ;N;26-4-2022 3:55;PM2R012608  ;61536;328.1;587;9.90;38.70;12.6;3.07
AS330N      ;N;26-4-2022 4:30;PM2R012609  ;61536;332.2;592;9.90;38.40;12.3;3.12
AS330N      ;N;26-4-2022 5:04;PM2R012610  ;61536;333.7;594;9.90;38.90;12.5;3.11
AS330N      ;N;26-4-2022 5:39;PM2R012611  ;61536;332.8;597;9.80;38.90;12.6;3.09
AS330N      ;N;26-4-2022 6:13;PM2R012612  ;61536;332.8;596;9.50;39.50;13.2;2.99
